,address,category,date,dayofweek,descript,incidntnum,location,pddistrict,resolution,time,x,y
618,19TH ST / SHOTWELL ST,PROSTITUTION,2006-04-25,Tuesday,SOLICITS FOR ACT OF PROSTITUTION,60442072,"{u'latitude': u'37.7604330003754', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.415929849548'}",MISSION,"ARREST, BOOKED",20:40,-122.41592985,37.7604330004
619,BAKER ST / GROVE ST,VEHICLE THEFT,2003-05-05,Monday,"VEHICLE, RECOVERED, OTHER VEHICLE",30565535,"{u'latitude': u'37.7755050409468', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.441301511023'}",PARK,NONE,20:00,-122.441301511,37.7755050409
620,200 Block of UPPER TR,OTHER OFFENSES,2013-01-26,Saturday,POSSESSION OF BURGLARY TOOLS,130072529,"{u'latitude': u'37.7628549658127', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.445069215681'}",PARK,"ARREST, CITED",06:45,-122.445069216,37.7628549658
621,800 Block of 3RD ST,OTHER OFFENSES,2007-09-26,Wednesday,MISCELLANEOUS INVESTIGATION,70991376,"{u'latitude': u'37.7778727797586', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.391425069857'}",SOUTHERN,NONE,21:50,-122.39142507,37.7778727798
622,FREDERICK ST / COLE ST,OTHER OFFENSES,2004-01-07,Wednesday,MISCELLANEOUS INVESTIGATION,40023965,"{u'latitude': u'37.7667281455428', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.450148533129'}",PARK,NONE,13:57,-122.450148533,37.7667281455
623,200 Block of WILLIAMS AV,SUSPICIOUS OCC,2014-10-04,Saturday,SUSPICIOUS OCCURRENCE,140836202,"{u'latitude': u'37.7299346936044', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.397744427103'}",BAYVIEW,NONE,09:59,-122.397744427,37.7299346936
624,2500 Block of 14TH AV,NON-CRIMINAL,2010-04-16,Friday,FOUND PROPERTY,100352088,"{u'latitude': u'37.7404738362578', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.470107882536'}",TARAVAL,NONE,11:25,-122.470107883,37.7404738363
625,200 Block of SAGAMORE ST,VANDALISM,2003-01-04,Saturday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",30013744,"{u'latitude': u'37.7113249681306', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.460564524171'}",TARAVAL,NONE,02:30,-122.460564524,37.7113249681
626,1100 Block of NAPLES ST,DRUG/NARCOTIC,2003-11-12,Wednesday,POSSESSION OF BASE/ROCK COCAINE,31331076,"{u'latitude': u'37.7129344044148', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.43700378683'}",INGLESIDE,"ARREST, BOOKED",16:50,-122.437003787,37.7129344044
627,GILMAN AV / INGALLS ST,OTHER OFFENSES,2010-03-16,Tuesday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",100251816,"{u'latitude': u'37.7203513038826', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.391872492835'}",BAYVIEW,"ARREST, CITED",22:40,-122.391872493,37.7203513039
628,1200 Block of QUESADA AV,WEAPON LAWS,2012-07-20,Friday,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,120572943,"{u'latitude': u'37.7285470574169', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.383117847505'}",BAYVIEW,"ARREST, BOOKED",15:29,-122.383117848,37.7285470574
629,1900 Block of UNION ST,BURGLARY,2013-06-13,Thursday,"BURGLARY OF STORE, UNLAWFUL ENTRY",130487285,"{u'latitude': u'37.79760610926', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.430987283243'}",NORTHERN,NONE,04:30,-122.430987283,37.7976061093
630,400 Block of MAIN ST,LARCENY/THEFT,2014-04-05,Saturday,PETTY THEFT OF PROPERTY,146074056,"{u'latitude': u'37.7875433617805', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.38948547275'}",SOUTHERN,NONE,04:30,-122.389485473,37.7875433618
631,1500 Block of SLOAT BL,ASSAULT,2007-03-27,Tuesday,THREATS AGAINST LIFE,70317590,"{u'latitude': u'37.7339497680852', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.489713969124'}",TARAVAL,NONE,15:00,-122.489713969,37.7339497681
632,FERN ST / POLK ST,VEHICLE THEFT,2004-08-30,Monday,"VEHICLE, RECOVERED, AUTO",40994338,"{u'latitude': u'37.7882225424034', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.420211964957'}",NORTHERN,NONE,23:30,-122.420211965,37.7882225424
633,1500 Block of REVERE AV,DRUG/NARCOTIC,2010-01-22,Friday,POSSESSION OF BASE/ROCK COCAINE,100072963,"{u'latitude': u'37.7311894334281', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.389206215932'}",BAYVIEW,"ARREST, BOOKED",22:15,-122.389206216,37.7311894334
634,800 Block of BRYANT ST,DRUG/NARCOTIC,2007-06-09,Saturday,SALE OF HEROIN,70584965,"{u'latitude': u'37.775420706711', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.403404791479'}",SOUTHERN,JUVENILE BOOKED,20:08,-122.403404791,37.7754207067
635,1600 Block of HAIGHT ST,FRAUD,2004-03-30,Tuesday,"CREDIT CARD, THEFT BY USE OF",40372728,"{u'latitude': u'37.7696796386185', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.449942040795'}",PARK,NONE,23:30,-122.449942041,37.7696796386
636,500 Block of BERRY ST,LARCENY/THEFT,2013-12-08,Sunday,GRAND THEFT FROM UNLOCKED AUTO,136232496,"{u'latitude': u'37.7697754107768', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.40105855061'}",BAYVIEW,NONE,11:00,-122.401058551,37.7697754108
637,500 Block of SPRUCE ST,SUSPICIOUS OCC,2012-09-05,Wednesday,SUSPICIOUS OCCURRENCE,120713103,"{u'latitude': u'37.78607939017', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.453262867764'}",RICHMOND,NONE,10:30,-122.453262868,37.7860793902
638,500 Block of POST ST,BURGLARY,2010-05-07,Friday,"BURGLARY, FORCIBLE ENTRY",100423219,"{u'latitude': u'37.7879209375533', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.410882825551'}",CENTRAL,NONE,03:30,-122.410882826,37.7879209376
639,100 Block of LEAVENWORTH ST,ASSAULT,2010-11-29,Monday,ASSAULT WITH CAUSTIC CHEMICALS,101104422,"{u'latitude': u'37.782346520673', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.413893155951'}",TENDERLOIN,NONE,18:16,-122.413893156,37.7823465207
640,900 Block of MISSION ST,ASSAULT,2014-02-18,Tuesday,STALKING,140145332,"{u'latitude': u'37.7824831658141', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.406892170029'}",SOUTHERN,"ARREST, BOOKED",17:45,-122.40689217,37.7824831658
641,1300 Block of DOLORES ST,BURGLARY,2012-09-21,Friday,"BURGLARY OF STORE, FORCIBLE ENTRY",120757139,"{u'latitude': u'37.748222160447', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.424959620264'}",MISSION,NONE,05:00,-122.42495962,37.7482221604
642,100 Block of GALEWOOD CR,NON-CRIMINAL,2006-09-26,Tuesday,"DEATH REPORT, CAUSE UNKNOWN",61029166,"{u'latitude': u'37.7518425730663', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.457372891259'}",PARK,NONE,14:24,-122.457372891,37.7518425731
643,100 Block of MIDDLE POINT RD,DRIVING UNDER THE INFLUENCE,2004-05-30,Sunday,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,40619166,"{u'latitude': u'37.7348550480451', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.379486937006'}",BAYVIEW,"ARREST, BOOKED",05:27,-122.379486937,37.734855048
644,500 Block of JOHN F KENNEDY DR,NON-CRIMINAL,2003-08-28,Thursday,PROPERTY FOR IDENTIFICATION,31022037,"{u'latitude': u'37.7725405391593', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.466204667893'}",RICHMOND,NONE,14:30,-122.466204668,37.7725405392
645,500 Block of HEAD ST,FORGERY/COUNTERFEITING,2009-02-06,Friday,"CHECKS, FORGERY (MISDEMEANOR)",90135974,"{u'latitude': u'37.7170420034765', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.46449950384'}",TARAVAL,PROSECUTED BY OUTSIDE AGENCY,09:00,-122.464499504,37.7170420035
646,1200 Block of MASONIC AV,NON-CRIMINAL,2008-08-14,Thursday,"AIDED CASE, MENTAL DISTURBED",80856293,"{u'latitude': u'37.7697190619016', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.44531869267'}",PARK,NONE,14:00,-122.445318693,37.7697190619
647,800 Block of MARKET ST,LARCENY/THEFT,2009-10-04,Sunday,PETTY THEFT WITH PRIOR,91025504,"{u'latitude': u'37.7850629421661', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.406520987144'}",SOUTHERN,NONE,17:21,-122.406520987,37.7850629422
648,300 Block of FRONT ST,NON-CRIMINAL,2011-09-08,Thursday,"AIDED CASE, MENTAL DISTURBED",110723106,"{u'latitude': u'37.7947411007368', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.398993226983'}",CENTRAL,PSYCHOPATHIC CASE,18:20,-122.398993227,37.7947411007
649,5700 Block of 3RD ST,LARCENY/THEFT,2009-08-12,Wednesday,PETTY THEFT FROM A BUILDING,90822450,"{u'latitude': u'37.7258103041961', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.393945666713'}",BAYVIEW,NONE,15:00,-122.393945667,37.7258103042
650,0 Block of CAIRE TR,VANDALISM,2013-03-30,Saturday,"MALICIOUS MISCHIEF, VANDALISM",130261772,"{u'latitude': u'37.7523671242756', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.399095806439'}",BAYVIEW,NONE,08:00,-122.399095806,37.7523671243
651,600 Block of SPRUCE ST,WARRANTS,2007-09-11,Tuesday,ENROUTE TO OUTSIDE JURISDICTION,70933215,"{u'latitude': u'37.7828548725365', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.453474258564'}",RICHMOND,"ARREST, BOOKED",22:00,-122.453474259,37.7828548725
652,300 Block of 5TH ST,OTHER OFFENSES,2009-07-18,Saturday,VIOLATION OF MUNICIPAL CODE,90732837,"{u'latitude': u'37.7795930561798', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.40264330544'}",SOUTHERN,"ARREST, CITED",22:37,-122.402643305,37.7795930562
653,SILVER AV / SAN BRUNO AV,NON-CRIMINAL,2004-06-19,Saturday,LOST PROPERTY,40712635,"{u'latitude': u'37.732438865014', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.405610268231'}",BAYVIEW,NONE,22:30,-122.405610268,37.732438865
654,BROADWAY ST / SANSOME ST,OTHER OFFENSES,2011-08-21,Sunday,TRAFFIC VIOLATION ARREST,110671828,"{u'latitude': u'37.7984302773598', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.402232454222'}",CENTRAL,"ARREST, CITED",19:09,-122.402232454,37.7984302774
655,EDDY ST / VANNESS AV,LARCENY/THEFT,2012-07-27,Friday,GRAND THEFT FROM PERSON,120592402,"{u'latitude': u'37.7828946450912', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.420818330445'}",NORTHERN,NONE,04:00,-122.42081833,37.7828946451
656,900 Block of MARKET ST,WARRANTS,2003-05-29,Thursday,WARRANT ARREST,30652615,"{u'latitude': u'37.7828276498838', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.409708423721'}",SOUTHERN,"ARREST, BOOKED",14:48,-122.409708424,37.7828276499
657,1300 Block of WEBSTER ST,WARRANTS,2013-06-10,Monday,WARRANT ARREST,130477606,"{u'latitude': u'37.7830295716044', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.431046366089'}",NORTHERN,"ARREST, BOOKED",14:45,-122.431046366,37.7830295716
658,0 Block of 9TH ST,TRESPASS,2014-04-07,Monday,TRESPASSING,140288807,"{u'latitude': u'37.7764354063246', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.415064887666'}",SOUTHERN,PSYCHOPATHIC CASE,10:30,-122.415064888,37.7764354063
659,1400 Block of PHELPS ST,MISSING PERSON,2009-09-03,Thursday,MISSING JUVENILE,90907955,"{u'latitude': u'37.7364438996732', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.394438859914'}",BAYVIEW,NONE,15:00,-122.39443886,37.7364438997
660,2200 Block of 14TH AV,ASSAULT,2005-11-30,Wednesday,BATTERY,51357375,"{u'latitude': u'37.7460753397163', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.470359608661'}",TARAVAL,NONE,11:15,-122.470359609,37.7460753397
661,3700 Block of MISSION ST,BURGLARY,2009-04-08,Wednesday,"BURGLARY OF STORE, FORCIBLE ENTRY",90370669,"{u'latitude': u'37.7370550592608', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.424054860793'}",INGLESIDE,NONE,15:30,-122.424054861,37.7370550593
662,3RD ST / 25TH ST,WEAPON LAWS,2007-06-14,Thursday,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,70599801,"{u'latitude': u'37.7528363805294', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.387759351288'}",BAYVIEW,DISTRICT ATTORNEY REFUSES TO PROSECUTE,00:01,-122.387759351,37.7528363805
663,400 Block of 35TH AV,SECONDARY CODES,2012-11-14,Wednesday,DOMESTIC VIOLENCE,141025167,"{u'latitude': u'37.78053720311', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.495588146893'}",RICHMOND,"ARREST, BOOKED",15:00,-122.495588147,37.7805372031
664,0 Block of UNITEDNATIONS PZ,NON-CRIMINAL,2013-07-23,Tuesday,"AIDED CASE, MENTAL DISTURBED",130604661,"{u'latitude': u'37.7799444052046', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.414317857881'}",SOUTHERN,PSYCHOPATHIC CASE,02:27,-122.414317858,37.7799444052
665,100 Block of 6TH ST,DRUG/NARCOTIC,2004-08-09,Monday,POSSESSION OF HEROIN,40906678,"{u'latitude': u'37.7803875013555', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.407877117352'}",SOUTHERN,"ARREST, BOOKED",15:00,-122.407877117,37.7803875014
666,SOUTH VAN NESS AV / 20TH ST,PROSTITUTION,2006-09-14,Thursday,SOLICITS FOR ACT OF PROSTITUTION,60981036,"{u'latitude': u'37.7587640201132', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.416872883664'}",MISSION,"ARREST, BOOKED",00:30,-122.416872884,37.7587640201
667,FRANCE AV / LONDON ST,LARCENY/THEFT,2011-10-09,Sunday,GRAND THEFT FROM LOCKED AUTO,116129540,"{u'latitude': u'37.7196498845989', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.43756033165'}",INGLESIDE,NONE,04:00,-122.437560332,37.7196498846
668,300 Block of SUTTER ST,LARCENY/THEFT,2003-02-11,Tuesday,GRAND THEFT FROM A BUILDING,30175924,"{u'latitude': u'37.7895849790509', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.406203716249'}",CENTRAL,NONE,16:00,-122.406203716,37.7895849791
669,0 Block of TURK ST,TRESPASS,2012-04-17,Tuesday,LODGING WITHOUT PERMISSION,120303124,"{u'latitude': u'37.7832755202567', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.409849441655'}",TENDERLOIN,"ARREST, CITED",05:41,-122.409849442,37.7832755203
670,700 Block of MARKET ST,DISORDERLY CONDUCT,2004-10-17,Sunday,COMMITTING PUBLIC NUISANCE,41188817,"{u'latitude': u'37.7871160984672', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.403919148357'}",SOUTHERN,NONE,18:00,-122.403919148,37.7871160985
671,0 Block of 6TH ST,ROBBERY,2006-10-25,Wednesday,ATTEMPTED ROBBERY WITH A KNIFE,61137628,"{u'latitude': u'37.7819536537257', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.410041631816'}",SOUTHERN,NONE,03:35,-122.410041632,37.7819536537
672,200 Block of LISBON ST,OTHER OFFENSES,2007-11-16,Friday,TRAFFIC VIOLATION,71176337,"{u'latitude': u'37.7243415257231', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.43191330506'}",INGLESIDE,"ARREST, CITED",13:35,-122.431913305,37.7243415257
673,1800 Block of GOUGH ST,FRAUD,2013-11-26,Tuesday,"FORGERY, CREDIT CARD",131005345,"{u'latitude': u'37.7904306866875', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.425642539921'}",NORTHERN,NONE,10:00,-122.42564254,37.7904306867
674,MARKET ST / FRONT ST,LARCENY/THEFT,2004-12-17,Friday,GRAND THEFT FROM PERSON,41428710,"{u'latitude': u'37.7917148501862', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.398266681685'}",CENTRAL,NONE,11:25,-122.398266682,37.7917148502
675,1400 Block of CASTRO ST,LARCENY/THEFT,2008-12-04,Thursday,GRAND THEFT OF PROPERTY,86087763,"{u'latitude': u'37.7500834885393', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.434036031473'}",MISSION,NONE,06:00,-122.434036031,37.7500834885
676,0 Block of SENECA AV,DRIVING UNDER THE INFLUENCE,2004-06-11,Friday,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,40670895,"{u'latitude': u'37.7180273553834', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.440461791091'}",INGLESIDE,"ARREST, BOOKED",19:52,-122.440461791,37.7180273554
